matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,CSRCV_NUM_PACKET_VALS,unbalance_time,unbalance_size,row_bits_avg,col_bits_avg,row_col_bytes_avg,compression_spmv_loops,tolerance,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare,matrix_mae,matrix_max_ae,matrix_mse,matrix_mape,matrix_smape,matrix_lnQ_error,matrix_mlare,matrix_gmare
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000915,75.646494,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,251.835502,0.476608,64,2.47,4.22,0.0222,15.7262,1.9686,73.3266,0,4.47681e-14,9.34808e-14,2.7789e-27,5.11318e-12,2.55659e-12,1.87493e-14,-13.3648,4.31718e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000773,78.701949,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,230.962448,0.437105,128,1.59,4.52,0.0443,15.9949,2.0049,55.8219,0,4.4754e-14,9.34808e-14,2.77719e-27,5.1115e-12,2.55575e-12,1.87441e-14,-13.3649,4.31599e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000655,76.312117,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,220.153245,0.416648,256,3.09,4.84,0.0918,16.2328,2.0406,41.0695,0,4.47257e-14,9.34808e-14,2.77399e-27,5.10823e-12,2.55411e-12,1.87252e-14,-13.3654,4.31163e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000843,72.238361,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,215.682605,0.408187,512,3.30,4.81,0.1771,16.6192,2.0995,35.9810,0,4.46516e-14,9.34808e-14,2.76543e-27,5.09989e-12,2.54994e-12,1.86819e-14,-13.3664,4.30168e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000023,63.525883,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,219.746873,0.415879,1024,10.12,5.18,0.3530,17.9195,2.2841,29.2910,0,4.45307e-14,9.34808e-14,2.75187e-27,5.08544e-12,2.54272e-12,1.86257e-14,-13.3677,4.28874e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000411,54.548324,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,238.317142,0.451024,2048,3.61,8.09,0.6960,21.3985,2.7618,27.7666,0,4.42915e-14,9.34808e-14,2.72823e-27,5.05503e-12,2.52751e-12,1.85349e-14,-13.3698,4.26782e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000977,43.540158,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,243.159419,0.460188,4096,2.72,5.46,1.3261,21.9924,2.9148,23.4327,0,4.33649e-14,9.34808e-14,2.62982e-27,4.9487e-12,2.47435e-12,1.80726e-14,-13.3808,4.16136e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.001675,46.275265,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,242.721580,0.459360,8192,2.11,5.00,2.2396,21.4726,2.9640,26.5357,0,4.16652e-14,9.34808e-14,2.44012e-27,4.76038e-12,2.38019e-12,1.71949e-14,-13.4024,3.95927e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000916,54.705272,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,240.873688,0.455862,16384,4.60,4.67,2.8876,21.0144,2.9877,34.7720,0,4.1256e-14,9.34808e-14,2.39045e-27,4.72212e-12,2.36106e-12,1.68537e-14,-13.4111,3.88071e-14,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000541,58.601808,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,237.689442,0.449836,32768,6.12,4.30,3.5162,20.3345,2.9813,42.3084,0,4.12302e-14,9.9476e-14,2.3902e-27,4.72665e-12,2.36333e-12,1.6681e-14,-13.4156,3.84095e-14,0,0,0,0,0,0,-inf,0
