/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.932234,68.244297,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,192.897092,0.365065,64,4.59,2.46,0.0222,15.7262,1.9686,44.6466
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.927897,73.936901,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,170.821808,0.323287,128,2.47,2.16,0.0443,15.9949,2.0049,50.4837
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.953954,77.144168,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,159.716613,0.302270,256,1.52,2.25,0.0918,16.2328,2.0406,57.4157
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.984296,75.516557,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,155.274182,0.293862,512,1.63,2.14,0.1771,16.6192,2.0995,54.8763
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.993922,69.861447,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,159.404656,0.301679,1024,1.85,10.47,0.3530,17.9195,2.2841,51.4287
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.988775,58.271932,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,177.948063,0.336773,2048,2.73,6.99,0.6960,21.3985,2.7618,45.8797
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.995410,44.340226,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,182.740746,0.345844,4096,3.58,3.39,1.3261,21.9924,2.9148,36.9098
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.998543,46.605374,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,183.052999,0.346435,8192,3.97,2.27,2.2396,21.4726,2.9640,40.4724
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.983478,53.891379,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,182.375755,0.345153,16384,7.30,1.48,2.8876,21.0144,2.9877,52.1495
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.965557,37.869479,528.391174,0.000000,0.000000,CSR_CVS,10203,321696,46168124,180.740036,0.342057,32768,82.28,1.12,3.5162,20.3345,2.9813,38.9722
