matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,format_name,prefer_fsc,size_cutoff,col_threshold,SpMV Base,SpMV DDT Parallel Executor,SpMV DDT Parallel gflops,SPMV Analysis
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,0.0188323,4.90308,5.54058e+08,LCM,0,4,8,0.0405741,0.0188323,4.90308,1.15292
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,0.00600725,15.4888,5.62079e+08,LCM,0,4,8,0.0306084,0.00600725,15.4888,0.597378
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,0.0169642,5.7225,5.87097e+08,LCM,0,4,8,0.0323083,0.0169642,5.7225,1.37703
/users/panastas/Data/graphs/tamu/matrices/nv2/nv2.mtx,64,1453908,1453908,52728362,0.018511,5.69697,6.38556e+08,LCM,0,4,8,0.0524921,0.018511,5.69697,1.42152
/users/panastas/Data/graphs/tamu/matrices/af_shell10/af_shell10.mtx,64,1508065,1508065,52672325,0.00809682,13.0106,6.381e+08,LCM,0,4,8,0.0314244,0.00809682,13.0106,0.633708
/users/panastas/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,64,914898,914898,55468422,0.0089622,12.3783,6.69281e+08,LCM,0,4,8,0.036651,0.0089622,12.3783,0.7505
/users/panastas/Data/graphs/tamu/matrices/circuit5M/circuit5M.mtx,64,5558326,5558326,59524291,0.0653211,1.82251,7.36525e+08,LCM,0,4,8,0.0445846,0.0653211,1.82251,1.46224
/users/panastas/Data/graphs/tamu/matrices/Hook_1498/Hook_1498.mtx,64,1498023,1498023,60917445,0.0114729,10.6193,7.37001e+08,LCM,0,4,8,0.0408799,0.0114729,10.6193,0.945995
/users/panastas/Data/graphs/tamu/matrices/Geo_1438/Geo_1438.mtx,64,1437960,1437960,63156690,0.0118405,10.6679,7.63632e+08,LCM,0,4,8,0.0414731,0.0118405,10.6679,0.967327
/users/panastas/Data/graphs/tamu/matrices/Serena/Serena.mtx,64,1391349,1391349,64531701,0.012343,10.4564,7.79946e+08,LCM,0,4,8,0.0434845,0.012343,10.4564,0.995823
/users/panastas/Data/graphs/tamu/matrices/vas_stokes_2M/vas_stokes_2M.mtx,64,2146677,2146677,65129037,0.0233969,5.56732,7.90135e+08,LCM,0,4,8,0.0436699,0.0233969,5.56732,1.35066
/users/panastas/Data/graphs/tamu/matrices/bone010/bone010.mtx,64,986703,986703,71666325,0.0132403,10.8255,8.63943e+08,LCM,0,4,8,0.0464767,0.0132403,10.8255,0.847212
