matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,format_name,prefer_fsc,size_cutoff,col_threshold,SpMV Base,SpMV DDT Parallel Executor,SpMV DDT Parallel gflops,SPMV Analysis
/users/panastas/Data/graphs/tamu/matrices/audikw_1/audikw_1.mtx,64,943695,943695,77651847,0.0155663,9.97693,9.35597e+08,LCM,0,4,8,0.055144,0.0155663,9.97693,0.988337
/users/panastas/Data/graphs/tamu/matrices/Long_Coup_dt0/Long_Coup_dt0.mtx,64,1470152,1470152,87088992,0.0171763,10.1406,1.05095e+09,LCM,0,4,8,0.0590434,0.0171763,10.1406,1.06238
/users/panastas/Data/graphs/tamu/matrices/Long_Coup_dt6/Long_Coup_dt6.mtx,64,1470152,1470152,87088992,0.0170255,10.2304,1.05095e+09,LCM,0,4,8,0.0584853,0.0170255,10.2304,1.06256
/users/panastas/Data/graphs/tamu/matrices/dielFilterV3real/dielFilterV3real.mtx,64,1102824,1102824,89306020,0.0330148,5.41006,1.07608e+09,LCM,0,4,8,0.0626883,0.0330148,5.41006,2.17123
/users/panastas/Data/graphs/tamu/matrices/nlpkkt120/nlpkkt120.mtx,64,3542400,3542400,96845792,0.0196456,9.85926,1.17632e+09,LCM,0,4,8,0.0549735,0.0196456,9.85926,0.975089
/users/panastas/Data/graphs/tamu/matrices/cage15/cage15.mtx,64,5154859,5154859,99199551,0.0611099,3.24659,1.21101e+09,LCM,0,4,8,0.0657994,0.0611099,3.24659,2.70497
/users/panastas/Data/graphs/tamu/matrices/ML_Geer/ML_Geer.mtx,64,1504002,1504002,110879972,0.0274484,8.07917,1.33658e+09,LCM,0,4,8,0.0710489,0.0274484,8.07917,1.3159
/users/panastas/Data/graphs/tamu/matrices/Flan_1565/Flan_1565.mtx,64,1564794,1564794,117406044,0.0260687,9.00742,1.41513e+09,LCM,0,4,8,0.0771047,0.0260687,9.00742,1.35267
/users/panastas/Data/graphs/tamu/matrices/Cube_Coup_dt0/Cube_Coup_dt0.mtx,64,2164760,2164760,127206144,0.0291055,8.74104,1.53513e+09,LCM,0,4,8,0.0811244,0.0291055,8.74104,1.5903
/users/panastas/Data/graphs/tamu/matrices/Cube_Coup_dt6/Cube_Coup_dt6.mtx,64,2164760,2164760,127206144,0.0283848,8.96298,1.53513e+09,LCM,0,4,8,0.0810632,0.0283848,8.96298,1.43689
/users/panastas/Data/graphs/tamu/matrices/Bump_2911/Bump_2911.mtx,64,2911419,2911419,127729899,0.0384212,6.64892,1.5444e+09,LCM,0,4,8,0.0806123,0.0384212,6.64892,1.79723
/users/panastas/Data/graphs/tamu/matrices/vas_stokes_4M/vas_stokes_4M.mtx,64,4382246,4382246,131577616,0.0589402,4.46478,1.59646e+09,LCM,0,4,8,0.117284,0.0589402,4.46478,2.65142
/users/panastas/Data/graphs/tamu/matrices/nlpkkt160/nlpkkt160.mtx,64,8345600,8345600,229518112,0.0602668,7.61674,2.7876e+09,LCM,0,4,8,0.130276,0.0602668,7.61674,2.92011
/users/panastas/Data/graphs/tamu/matrices/HV15R/HV15R.mtx,64,2017169,2017169,283073458,0.102552,5.5206,3.40495e+09,LCM,0,4,8,0.221367,0.102552,5.5206,8.86991
/users/panastas/Data/graphs/tamu/matrices/Queen_4147/Queen_4147.mtx,64,4147110,4147110,329499284,0.0876129,7.5217,3.97058e+09,LCM,0,4,8,0.213144,0.0876129,7.5217,6.11518
/users/panastas/Data/graphs/tamu/matrices/stokes/stokes.mtx,64,11449533,11449533,349321980,0.173397,4.02915,4.23766e+09,LCM,0,4,8,0.259206,0.173397,4.02915,9.32791
/users/panastas/Data/graphs/tamu/matrices/nlpkkt200/nlpkkt200.mtx,64,16240000,16240000,448225632,0.126963,7.06072,5.44367e+09,LCM,0,4,8,0.254237,0.126963,7.06072,8.27056
