matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,CSRCV_NUM_PACKET_VALS,time_io_frac_avg,time_decompress_frac_avg,time_execute_frac_avg,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare,matrix_mae,matrix_max_ae,matrix_mse,matrix_mape,matrix_smape,matrix_lnQ_error,matrix_mlare,matrix_gmare
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.000365,39.436663,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.045460,1.000010,32768,0.8312,0.0686,0.1002,1.04965e-10,4.47035e-08,2.6471e-19,8.213e-12,4.1065e-12,-2.11167e-16,-15.3132,4.8621e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.001717,37.525729,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.042774,1.000005,65536,0.7891,0.1024,0.1085,1.04963e-10,4.47035e-08,2.64731e-19,8.2138e-12,4.1069e-12,-1.91163e-16,-15.3564,4.40186e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.002531,33.782849,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.041309,1.000003,131072,0.8287,0.0810,0.0903,1.04968e-10,4.47035e-08,2.64733e-19,8.21377e-12,4.10689e-12,-1.91043e-16,-15.3566,4.39915e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.000978,28.072121,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040577,1.000001,262144,0.6699,0.1952,0.1349,1.04971e-10,4.47035e-08,2.64747e-19,8.21457e-12,4.10728e-12,-1.93156e-16,-15.3519,4.4474e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.004439,17.044618,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040333,1.000001,524288,0.5253,0.2972,0.1775,1.04972e-10,4.47035e-08,2.64748e-19,8.21453e-12,4.10727e-12,-1.92456e-16,-15.3534,4.43168e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.007089,12.749818,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040089,1.000000,1048576,0.4963,0.3312,0.1725,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.004654,12.873339,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040089,1.000000,2097152,0.4959,0.3335,0.1706,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.003280,12.705486,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040089,1.000000,4194304,0.5010,0.3330,0.1661,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.003641,12.700909,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040089,1.000000,8388608,0.4967,0.3407,0.1626,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,1.007100,12.749683,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040089,1.000000,16777216,0.5046,0.3299,0.1656,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000166,38.339397,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,562.792847,1.005167,64,0.8168,0.0544,0.1287,3.38651e-16,2.4869e-14,8.95214e-31,1.2723e-13,6.36152e-14,-5.8498e-18,-16.8715,1.34441e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.001838,39.050604,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,561.346310,1.002584,128,0.8684,0.0315,0.1001,3.75564e-16,2.84217e-14,1.11554e-30,1.35183e-13,6.75917e-14,-6.18155e-18,-16.846,1.42573e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000759,37.443634,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,560.622959,1.001292,256,0.8904,0.0215,0.0881,3.94841e-16,2.84217e-14,1.22896e-30,1.40097e-13,7.00484e-14,-3.50132e-17,-16.0936,8.06104e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000984,39.956771,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,560.261387,1.000646,512,0.8978,0.0180,0.0842,4.04269e-16,2.84217e-14,1.28343e-30,1.42606e-13,7.13028e-14,-2.81551e-17,-16.1882,6.48353e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.001918,37.303431,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,560.080479,1.000323,1024,0.8953,0.0182,0.0866,4.09038e-16,2.84217e-14,1.31112e-30,1.41725e-13,7.08625e-14,-1.52338e-17,-16.455,3.50739e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000733,38.802707,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.990147,1.000162,2048,0.8865,0.0243,0.0893,4.11713e-16,2.84217e-14,1.32878e-30,1.43009e-13,7.15045e-14,-1.21428e-17,-16.5533,2.79724e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.002171,38.940774,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.944981,1.000081,4096,0.8841,0.0295,0.0863,4.1289e-16,2.84217e-14,1.3358e-30,1.43418e-13,7.17092e-14,-1.07702e-17,-16.606,2.4774e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000503,39.684883,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.922276,1.000041,8192,0.8834,0.0298,0.0868,4.13424e-16,2.84217e-14,1.3384e-30,1.43467e-13,7.17337e-14,-1.07961e-17,-16.6041,2.48824e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.001098,39.273417,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.911045,1.000020,16384,0.8818,0.0312,0.0870,4.13625e-16,2.84217e-14,1.33953e-30,1.43478e-13,7.17392e-14,-1.09253e-17,-16.5994,2.51535e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000215,37.658116,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.905430,1.000010,32768,0.8347,0.0656,0.0997,4.13746e-16,2.84217e-14,1.34014e-30,1.43483e-13,7.17416e-14,-1.07559e-17,-16.606,2.4774e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000001,36.307085,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.902500,1.000005,65536,0.8499,0.0640,0.0861,4.13805e-16,2.84217e-14,1.34029e-30,1.43479e-13,7.17393e-14,-1.07287e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,1.000072,33.489476,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.901035,1.000003,131072,0.8662,0.0547,0.0791,4.13847e-16,2.84217e-14,1.34048e-30,1.43478e-13,7.17392e-14,-1.07408e-17,-16.607,2.47198e-17,0,0,0,0,0,0,-inf,0
