matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,error,num_iterations,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,CSRCV_NUM_PACKET_VALS,matrix_mae,matrix_max_ae,matrix_mse,matrix_mape,matrix_smape,matrix_lnQ_error,matrix_mlare,matrix_gmare,unbalance_time,unbalance_size,row_bits_avg,col_bits_avg,row_col_bytes_avg,compression_time,compression_spmv_loops,tolerance
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,40.411293,2.43595e-07,17116,536.039845,0.000000,0.000000,CSR_CV_STREAM,952203,952203,46522475,315.857588,0.589243,16384,3.00682e-05,0.03123,3.98503e-08,3.07185e-08,1.53593e-08,-1.6896e-14,-13.41,3.89045e-14,16.43,3.31,7.9934,23.8006,3.9742,0.1386,82.9848,1e-09
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,119.778213,8.59836e-09,36575,559.899570,0.000000,0.000000,CSR_CV_STREAM,1157456,1157456,48538952,353.352778,0.631100,16384,9.00123e-11,2.97928e-08,1.58605e-19,3.35983e-08,1.67991e-08,1.25513e-14,-13.5391,2.89005e-14,42.54,2.77,7.9915,23.9928,3.9980,0.1489,64.7957,1e-09
/users/panastas/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,64,914898,914898,55468422,67.253337,3.40987e-05,52465,638.275776,0.000000,0.000000,CSR_CV_STREAM,914898,914898,55468422,160.387861,0.251283,16384,2.52914e-07,6.5918e-06,5.30376e-13,2.34959e-08,1.17479e-08,-3.20106e-11,-10.1325,7.37071e-11,4.76,0.14,8.0000,16.0000,3.0000,0.1034,103.8156,1e-09
/users/panastas/Data/graphs/tamu/matrices/Hook_1498/Hook_1498.mtx,64,1498023,1498023,60917445,15.112149,6.30048e-07,6390,702.859341,0.000000,0.000000,CSR_CV_STREAM,1498023,1498023,60917445,313.636411,0.446229,16384,9.08754e-07,8.67188e-05,6.46495e-12,3.2798e-08,1.6399e-08,-9.99139e-14,-12.6382,2.3006e-13,13.45,2.28,7.9998,15.9988,2.9998,0.1728,111.1984,1e-09
/users/panastas/Data/graphs/tamu/matrices/Geo_1438/Geo_1438.mtx,64,1437960,1437960,63156690,8.159983,5.913e-08,2837,728.256344,0.000000,0.000000,CSR_CV_STREAM,1437960,1437960,63156690,377.400044,0.518224,16384,2.95092,4072,525.848,2.44696e-08,1.22348e-08,-4.63634e-14,-12.9716,1.06756e-13,16.65,2.83,8.0000,16.0000,3.0000,0.1784,92.2052,1e-09
/users/panastas/Data/graphs/tamu/matrices/Serena/Serena.mtx,64,1391349,1391349,64531701,7.181149,1.41006e-08,1979,743.814289,0.000000,0.000000,CSR_CV_STREAM,1391349,1391349,64531701,440.505403,0.592225,16384,4.56671,28064,3321.97,2.20414e-08,1.10207e-08,1.17378e-14,-13.5682,2.70273e-14,31.39,3.15,7.9945,22.4253,3.8025,0.1847,71.3678,1e-09
/users/panastas/Data/graphs/tamu/matrices/bone010/bone010.mtx,64,986703,986703,71666325,35.355077,6.52966e-05,20630,823.919979,0.000000,0.000000,CSR_CV_STREAM,986703,986703,71666325,206.936193,0.251161,16384,2.68811e-07,6.5918e-06,6.19663e-13,2.06562e-08,1.03281e-08,-4.25927e-11,-10.0084,9.80734e-11,3.45,0.05,7.9984,15.9998,2.9998,0.1191,88.3468,1e-09
/users/panastas/Data/graphs/tamu/matrices/audikw_1/audikw_1.mtx,64,943695,943695,77651847,50.978310,1.39615e-05,11646,892.254780,0.000000,0.000000,CSR_CV_STREAM,943695,943695,77651847,483.575538,0.541970,16384,5.20967e-05,6.61736,2.65574e-06,3.35853e-08,1.67927e-08,4.61677e-14,-12.9734,1.06305e-13,41.55,3.55,7.9531,23.9613,3.9893,0.2258,65.3849,1e-09
/users/panastas/Data/graphs/tamu/matrices/dielFilterV3real/dielFilterV3real.mtx,64,1102824,1102824,89306020,547.843177,5.03444e-09,81988,1026.233234,0.000000,0.000000,CSR_CV_STREAM,1102824,1102824,89306020,652.961681,0.636270,16384,2.07159e-11,2.65596e-08,1.78646e-20,3.34363e-08,1.67258e-08,7.40025e-15,-13.7685,1.70396e-14,51.34,4.00,7.9975,23.9967,3.9993,0.2593,47.5113,1e-09
/users/panastas/Data/graphs/tamu/matrices/Flan_1565/Flan_1565.mtx,64,1564794,1564794,117406044,47.636769,1.3001e-05,17232,1349.574764,0.000000,0.000000,CSR_CV_STREAM,1564794,1564794,117406044,380.972364,0.282291,16384,3.98898e-05,0.00775,2.20638e-08,2.82692e-08,1.41346e-08,-5.60123e-12,-10.8895,1.28973e-11,3.81,5.46,7.9990,15.9999,2.9999,0.2837,157.1294,1e-09
/users/panastas/Data/graphs/tamu/matrices/Cube_Coup_dt0/Cube_Coup_dt0.mtx,64,2164760,2164760,127206144,170.085662,3.30159e-05,34337,1464.016697,0.000000,0.000000,CSR_CV_STREAM,2164760,2164760,127206144,577.511907,0.394471,16384,2.1079,496,155.756,1.79502e-08,8.97513e-09,2.2494e-12,-11.2857,5.17942e-12,19.12,8.97,7.9991,16.0000,2.9999,0.3272,94.6514,1e-09
/users/panastas/Data/graphs/tamu/matrices/Cube_Coup_dt6/Cube_Coup_dt6.mtx,64,2164760,2164760,127206144,14.629113,5.2024e-05,2898,1464.016697,0.000000,0.000000,CSR_CV_STREAM,2164760,2164760,127206144,578.608030,0.395220,16384,2.1079,496,155.756,1.77796e-08,8.88981e-09,2.06812e-12,-11.3222,4.76202e-12,20.05,9.00,7.9991,16.0000,2.9999,0.3400,98.1393,1e-09
