matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,error,num_iterations,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,CSRCV_NUM_PACKET_VALS,matrix_mae,matrix_max_ae,matrix_mse,matrix_mape,matrix_smape,matrix_lnQ_error,matrix_mlare,matrix_gmare,unbalance_time,unbalance_size,row_bits_avg,col_bits_avg,row_col_bytes_avg,compression_time,compression_spmv_loops,tolerance
/users/panastas/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,64,952203,952203,46522475,36.361047,2.64052e-07,17115,536.039845,0.000000,0.000000,CSR_CV_STREAM,952203,952203,46522475,272.544204,0.508440,16384,0.0310714,31.8107,0.0428908,3.14599e-05,1.573e-05,1.39579e-11,-10.493,3.21393e-11,16.93,2.62,7.9934,23.8006,3.9742,0.1402,93.0221,1e-06
/users/panastas/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,64,1157456,1157456,48538952,115.664697,8.34955e-09,38679,559.899570,0.000000,0.000000,CSR_CV_STREAM,1157456,1157456,48538952,301.548325,0.538576,16384,9.22755e-08,3.04404e-05,1.66787e-13,3.4409e-05,1.72045e-05,-1.99572e-11,-10.3377,4.59532e-11,36.95,2.16,7.9915,23.9928,3.9980,0.1486,71.9431,1e-06
/users/panastas/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,64,914898,914898,55468422,122.014257,0.00377692,100000,638.275776,0.000000,0.000000,CSR_CV_STREAM,914898,914898,55468422,160.159181,0.250925,16384,0.00035515,0.01275,1.36291e-06,2.85092e-05,1.42546e-05,5.59421e-08,-6.89005,1.28811e-07,5.05,0.12,8.0000,16.0000,3.0000,0.1033,104.8655,1e-06
/users/panastas/Data/graphs/tamu/matrices/Hook_1498/Hook_1498.mtx,64,1498023,1498023,60917445,13.157341,6.26895e-07,6376,702.859341,0.000000,0.000000,CSR_CV_STREAM,1498023,1498023,60917445,269.434679,0.383341,16384,0.000926992,0.0787,6.7621e-06,3.34329e-05,1.67165e-05,-8.06927e-13,-11.731,1.85802e-12,8.33,1.79,7.9998,15.9988,2.9998,0.1716,124.1319,1e-06
/users/panastas/Data/graphs/tamu/matrices/Geo_1438/Geo_1438.mtx,64,1437960,1437960,63156690,6.777563,5.90228e-08,2838,728.256344,0.000000,0.000000,CSR_CV_STREAM,1437960,1437960,63156690,314.849464,0.432333,16384,3298.49,4.11394e+06,5.6121e+08,3.28022e-05,1.64011e-05,1.25835e-11,-10.538,2.89745e-11,8.24,2.53,8.0000,16.0000,3.0000,0.1796,111.6758,1e-06
/users/panastas/Data/graphs/tamu/matrices/Serena/Serena.mtx,64,1391349,1391349,64531701,6.109508,1.36444e-08,1971,743.814289,0.000000,0.000000,CSR_CV_STREAM,1391349,1391349,64531701,374.578523,0.503591,16384,5133.47,2.91501e+07,3.51612e+09,3.41624e-05,1.70812e-05,-7.42427e-12,-10.7671,1.7095e-11,22.49,3.47,7.9945,22.4253,3.8025,0.1881,87.9911,1e-06
/users/panastas/Data/graphs/tamu/matrices/bone010/bone010.mtx,64,986703,986703,71666325,80.259243,9.69766e-06,49969,823.919979,0.000000,0.000000,CSR_CV_STREAM,986703,986703,71666325,206.684830,0.250855,16384,0.000417991,0.01275,2.04636e-06,2.60353e-05,1.30177e-05,5.074e-08,-6.93243,1.16833e-07,1.80,0.04,7.9984,15.9998,2.9998,0.1193,90.0995,1e-06
/users/panastas/Data/graphs/tamu/matrices/audikw_1/audikw_1.mtx,64,943695,943695,77651847,45.158202,1.64927e-05,11949,892.254780,0.000000,0.000000,CSR_CV_STREAM,943695,943695,77651847,426.580054,0.478092,16384,0.0532006,7257.38,2.62695,3.43869e-05,1.71934e-05,-3.3162e-11,-10.1171,7.63583e-11,38.10,2.72,7.9531,23.9613,3.9893,0.2249,75.7256,1e-06
/users/panastas/Data/graphs/tamu/matrices/dielFilterV3real/dielFilterV3real.mtx,64,1102824,1102824,89306020,553.884526,1.57988e-08,100000,1026.233234,0.000000,0.000000,CSR_CV_STREAM,1102824,1102824,89306020,556.536178,0.542310,16384,2.11965e-08,2.70649e-05,1.87148e-14,3.42303e-05,1.7123e-05,3.45095e-12,-11.0998,7.94611e-12,51.95,3.37,7.9975,23.9967,3.9993,0.2581,55.7236,1e-06
/users/panastas/Data/graphs/tamu/matrices/Flan_1565/Flan_1565.mtx,64,1564794,1564794,117406044,45.450689,1.27114e-05,17178,1349.574764,0.000000,0.000000,CSR_CV_STREAM,1564794,1564794,117406044,370.014932,0.274171,16384,0.0407449,7.982,0.0233157,2.69805e-05,1.34903e-05,-4.70652e-09,-7.96508,1.08372e-08,5.53,3.88,7.9990,15.9999,2.9999,0.2809,157.4080,1e-06
