matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare
/home/users/dgal/Data/graphs/tamu/matrices/ML_Geer/ML_Geer.mtx,16,1504002,1504002,110879972,2.529547,11.221483,1274.657894,0.000000,0.000000,MERGE,1504002,1504002,110879972,1274.657894,1.000000,8.27574e-10,1.07797e-08,1.45001e-18,3.93937e-05,1.96306e-05,1.8961e-08,-7.35992,4.36593e-08
/home/users/dgal/Data/graphs/tamu/matrices/Flan_1565/Flan_1565.mtx,16,1564794,1564794,117406044,2.685503,11.191924,1349.574764,0.000000,0.000000,MERGE,1564794,1564794,117406044,1349.574764,1.000000,2.31293e-10,7.09096e-09,1.79497e-19,63.2411,1.09029,0.00279175,-2.19051,0.00644895
/home/users/dgal/Data/graphs/tamu/matrices/Cube_Coup_dt0/Cube_Coup_dt0.mtx,16,2164760,2164760,127206144,2.972829,10.954135,1464.016697,0.000000,0.000000,MERGE,2164760,2164760,127206144,1464.016697,1.000000,8.02911e-06,0.00019829,2.13702e-10,5.70732e+06,0.151871,0.0064303,-1.82633,0.0149165
/home/users/dgal/Data/graphs/tamu/matrices/Cube_Coup_dt6/Cube_Coup_dt6.mtx,16,2164760,2164760,127206144,2.969927,10.964839,1464.016697,0.000000,0.000000,MERGE,2164760,2164760,127206144,1464.016697,1.000000,8.02911e-06,0.00019829,2.13702e-10,5.70732e+06,0.151871,0.0064303,-1.82633,0.0149165
/home/users/dgal/Data/graphs/tamu/matrices/Bump_2911/Bump_2911.mtx,16,2911419,2911419,127729899,3.070345,10.649896,1472.858875,0.000000,0.000000,MERGE,2911419,2911419,127729899,1472.858875,1.000000,0.000757388,29,0.00131271,4.27812e+07,0.00213263,-1.03481e-05,-4.62293,2.38271e-05
/home/users/dgal/Data/graphs/tamu/matrices/vas_stokes_4M/vas_stokes_4M.mtx,16,4382246,4382246,131577616,3.407965,9.883867,1522.503262,0.000000,0.000000,MERGE,4382246,4382246,131577616,1522.503262,1.000000,8.83874e-17,5.32907e-15,2.31491e-32,2.95826,2.93935,-9.04654e-08,-6.6813,2.08304e-07
/home/users/dgal/Data/graphs/tamu/matrices/nlpkkt160/nlpkkt160.mtx,16,8345600,8345600,229518112,5.712586,10.285470,2658.462284,0.000000,0.000000,MERGE,8345600,8345600,229518112,2658.462284,1.000000,1.93033e-15,2.13163e-14,1.1464e-29,3.17395e-14,1.58698e-14,4.0985e-18,-17.0254,9.43256e-18
/home/users/dgal/Data/graphs/tamu/matrices/HV15R/HV15R.mtx,16,2017169,2017169,283073458,6.389072,11.342306,3247.213531,0.000000,0.000000,MERGE,2017169,2017169,283073458,3247.213531,1.000000,3.67738e-14,8.73115e-11,6.60649e-26,3.93496e-11,1.96748e-11,-2.23637e-15,-14.2882,5.14942e-15
/home/users/dgal/Data/graphs/tamu/matrices/Queen_4147/Queen_4147.mtx,16,4147110,4147110,329499284,7.508639,11.233969,3786.640026,0.000000,0.000000,MERGE,4147110,4147110,329499284,3786.640026,1.000000,0.00153467,20.668,0.00403909,3.86091e+08,0.0170603,-6.96713e-05,-3.79476,0.000160411
/home/users/dgal/Data/graphs/tamu/matrices/stokes/stokes.mtx,16,11449533,11449533,349321980,9.474109,9.439033,4041.349312,0.000000,0.000000,MERGE,11449533,11449533,349321980,4041.349312,1.000000,7.08397e-17,9.53983e-15,1.61528e-32,5.76625,5.70322,5.33814e-05,-3.91037,0.000122923
/home/users/dgal/Data/graphs/tamu/matrices/nlpkkt200/nlpkkt200.mtx,16,16240000,16240000,448225632,11.222548,10.224573,5191.485966,0.000000,0.000000,MERGE,16240000,16240000,448225632,5191.485966,1.000000,1.97224e-15,2.84217e-14,1.16867e-29,3.27021e-14,1.6351e-14,-1.17461e-18,-17.5669,2.71051e-18
