matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare,CSRCV_NUM_PACKET_VALS,time_io_frac_avg,time_decompress_frac_avg,time_execute_frac_avg
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.079725,11.030353,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.213184,1.000323,1.04613e-10,4.47035e-08,2.62111e-19,8.2449e-12,4.12245e-12,7.79298e-17,-15.7461,1.79435e-16,1024,0.7836,0.0295,0.1870
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.083919,10.987674,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.126514,1.000162,1.04716e-10,4.47035e-08,2.63093e-19,8.22072e-12,4.11036e-12,-1.05474e-16,-15.6146,2.42861e-16,2048,0.7791,0.0356,0.1852
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.082468,11.002412,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.083179,1.000081,1.04893e-10,4.47035e-08,2.64319e-19,8.2123e-12,4.10615e-12,-1.33032e-16,-15.5138,3.06341e-16,4096,0.7638,0.0481,0.1881
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.073381,11.095556,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.061512,1.000040,1.04935e-10,4.47035e-08,2.64788e-19,8.21215e-12,4.10608e-12,-2.01006e-16,-15.3346,4.62846e-16,8192,0.7621,0.0482,0.1898
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.080465,11.022805,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.050709,1.000020,1.04969e-10,4.47035e-08,2.6489e-19,8.21188e-12,4.10594e-12,-1.94753e-16,-15.3483,4.48426e-16,16384,0.7623,0.0501,0.1876
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.081411,11.013159,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.045277,1.000010,1.0497e-10,4.47035e-08,2.64912e-19,8.21309e-12,4.10654e-12,-1.86961e-16,-15.366,4.30482e-16,32768,0.7584,0.0567,0.1850
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.113533,10.695467,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.042591,1.000005,1.04959e-10,4.47035e-08,2.64694e-19,8.21357e-12,4.10679e-12,-1.88619e-16,-15.3622,4.34331e-16,65536,0.6931,0.1074,0.1995
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.253945,9.497827,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.041248,1.000003,1.04968e-10,4.47035e-08,2.64708e-19,8.21349e-12,4.10675e-12,-1.88585e-16,-15.3623,4.34223e-16,131072,0.5531,0.2109,0.2360
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,1.871869,6.362492,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040577,1.000001,1.04967e-10,4.47035e-08,2.64706e-19,8.21445e-12,4.10722e-12,-1.92048e-16,-15.3544,4.42192e-16,262144,0.4605,0.2552,0.2843
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,2.399602,4.963220,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040211,1.000001,1.04973e-10,4.47035e-08,2.64751e-19,8.21452e-12,4.10726e-12,-1.92288e-16,-15.3539,4.42734e-16,524288,0.4674,0.2608,0.2718
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,2.541259,4.686556,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.040028,1.000000,1.04974e-10,4.47035e-08,2.64751e-19,8.21453e-12,4.10727e-12,-1.92379e-16,-15.3536,4.42951e-16,1048576,0.4862,0.2715,0.2423
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,2.556030,4.659474,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.039967,1.000000,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92731e-16,-15.3528,4.43764e-16,2097152,0.5192,0.2612,0.2196
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,2.580716,4.614902,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.039906,1.000000,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,4194304,0.5464,0.2536,0.2000
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,2.580000,4.616184,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.039906,1.000000,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,8388608,0.5482,0.2562,0.1956
/home/users/dgal/Data/graphs/tamu/matrices/ldoor/ldoor.mtx,16,952203,952203,46522475,2.580430,4.615414,536.039845,0.000000,0.000000,CSR_CV_BLOCK_ID,952203,952203,46522475,536.039906,1.000000,1.04974e-10,4.47035e-08,2.64752e-19,8.21462e-12,4.10731e-12,-1.92787e-16,-15.3527,4.43927e-16,16777216,0.5457,0.2565,0.1978
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.180633,10.524835,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,562.792747,1.005167,3.38483e-16,3.19744e-14,8.95265e-31,1.21825e-13,6.09127e-14,-1.36418e-17,-16.5032,3.13877e-17,64,0.6763,0.0790,0.2447
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.173749,10.586570,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,561.346165,1.002584,3.75611e-16,3.19744e-14,1.11658e-30,1.34016e-13,6.70078e-14,1.75547e-17,-16.3932,4.04407e-17,128,0.7351,0.0545,0.2104
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.168110,10.637675,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,560.622898,1.001292,3.94889e-16,2.84217e-14,1.22923e-30,1.39359e-13,6.96795e-14,-1.22426e-17,-16.5499,2.81893e-17,256,0.7617,0.0392,0.1991
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.153858,10.769063,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,560.261265,1.000646,4.04316e-16,2.84217e-14,1.28383e-30,1.42269e-13,7.11345e-14,-2.02372e-17,-16.3314,4.66207e-17,512,0.7713,0.0324,0.1963
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.149965,10.805524,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,560.080418,1.000323,4.08949e-16,2.84217e-14,1.3106e-30,1.41915e-13,7.09576e-14,-1.61716e-17,-16.429,3.72423e-17,1024,0.7786,0.0295,0.1919
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.145201,10.850471,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.990025,1.000162,4.11385e-16,2.84217e-14,1.32608e-30,1.43014e-13,7.15069e-14,-1.12716e-17,-16.5856,2.59666e-17,2048,0.7712,0.0382,0.1906
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.139217,10.907467,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.944798,1.000081,4.12652e-16,2.84217e-14,1.334e-30,1.43171e-13,7.15854e-14,-1.12671e-17,-16.5856,2.59666e-17,4096,0.7612,0.0495,0.1893
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.148960,10.814973,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.922215,1.000040,4.133e-16,2.84217e-14,1.33752e-30,1.4342e-13,7.17098e-14,-1.10646e-17,-16.5938,2.54788e-17,8192,0.7602,0.0504,0.1893
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.135303,10.945068,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.910923,1.000020,4.13598e-16,2.84217e-14,1.33914e-30,1.43442e-13,7.17212e-14,-1.10557e-17,-16.5938,2.54788e-17,16384,0.7606,0.0511,0.1883
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.144968,10.852680,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.905247,1.000010,4.13734e-16,2.84217e-14,1.33971e-30,1.43451e-13,7.17254e-14,-1.10799e-17,-16.5929,2.5533e-17,32768,0.7533,0.0588,0.1878
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.164377,10.671779,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.902439,1.000005,4.13794e-16,2.84217e-14,1.34021e-30,1.43453e-13,7.17266e-14,-1.1047e-17,-16.5947,2.54245e-17,65536,0.7027,0.1029,0.1944
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.355993,9.163745,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.901035,1.000003,4.13832e-16,2.84217e-14,1.34043e-30,1.43211e-13,7.16057e-14,-9.34998e-18,-16.6671,2.15214e-17,131072,0.5470,0.2121,0.2410
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,1.957381,6.348264,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.900303,1.000001,4.13836e-16,2.84217e-14,1.34042e-30,1.43213e-13,7.16063e-14,-9.34923e-18,-16.6671,2.15214e-17,262144,0.4734,0.2531,0.2735
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,2.456595,5.058210,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899937,1.000001,4.13856e-16,2.84217e-14,1.34052e-30,1.43478e-13,7.17388e-14,-1.07353e-17,-16.607,2.47198e-17,524288,0.4675,0.2692,0.2633
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,2.675613,4.644159,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899754,1.000000,4.13858e-16,2.84217e-14,1.34051e-30,1.43478e-13,7.1739e-14,-1.07342e-17,-16.607,2.47198e-17,1048576,0.4850,0.2740,0.2410
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,2.711312,4.583011,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899693,1.000000,4.1386e-16,2.84217e-14,1.34052e-30,1.43477e-13,7.17384e-14,-1.07393e-17,-16.607,2.47198e-17,2097152,0.5137,0.2658,0.2205
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,2.707412,4.589613,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899632,1.000000,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,4194304,0.5460,0.2558,0.1981
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,2.710242,4.584820,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899632,1.000000,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,8388608,0.5462,0.2532,0.2006
/home/users/dgal/Data/graphs/tamu/matrices/dielFilterV2real/dielFilterV2real.mtx,16,1157456,1157456,48538952,2.708128,4.588400,559.899570,0.000000,0.000000,CSR_CV_BLOCK_ID,1157456,1157456,48538952,559.899632,1.000000,4.13866e-16,2.84217e-14,1.34058e-30,1.43477e-13,7.17384e-14,-1.07383e-17,-16.607,2.47198e-17,16777216,0.5483,0.2521,0.1996
/home/users/dgal/Data/graphs/tamu/matrices/nv2/nv2.mtx,16,1453908,1453908,52728362,1.710894,7.889710,608.974438,0.000000,0.000000,CSR_CV_BLOCK_ID,1453908,1453908,52728362,612.117321,1.005161,20.5159,49151.9,208547,11.8537,0.0051172,-0.000148655,-3.46568,0.000342232,64,0.5930,0.0586,0.3484
/home/users/dgal/Data/graphs/tamu/matrices/nv2/nv2.mtx,16,1453908,1453908,52728362,1.674814,8.059678,608.974438,0.000000,0.000000,CSR_CV_BLOCK_ID,1453908,1453908,52728362,610.545910,1.002581,21.0283,57344.1,217314,14.137,0.00527908,-9.15236e-05,-3.6763,0.000210719,128,0.6376,0.0395,0.3228
