matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare
/home/users/dgal/Data/graphs/tamu/matrices/ts-palko/ts-palko.mtx,16,22002,47235,1076903,1.000078,21.547138,12.408112,0.000000,0.000000,MKL_IE,22002,47235,1076903,12.408112,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/neos/neos.mtx,16,479119,515905,1526794,1.000028,20.070670,19.300468,0.000000,0.000000,MKL_IE,479119,515905,1526794,19.300468,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/stat96v3/stat96v3.mtx,16,33841,1113780,3317736,1.000183,23.790451,38.097572,0.000000,0.000000,MKL_IE,33841,1113780,3317736,38.097572,1.000000,3.41666e-16,3.33067e-15,2.28032e-31,2.19132e-06,1.09566e-06,-1.34263e-09,-8.50983,3.09152e-09
/home/users/dgal/Data/graphs/tamu/matrices/stormG2_1000/stormG2_1000.mtx,16,528185,1377306,3459881,1.000117,12.502550,41.610065,0.000000,0.000000,MKL_IE,528185,1377306,3459881,41.610065,1.000000,4.30481e-19,1.13687e-13,4.894e-32,4.51617e-20,2.25809e-20,-8.40783e-22,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/xenon2/xenon2.mtx,16,157464,157464,3866688,1.000108,22.231064,44.851414,0.000000,0.000000,MKL_IE,157464,157464,3866688,44.851414,1.000000,1.80359e+12,2.63883e+13,7.17069e+24,4.39968e-14,2.19984e-14,-5.18928e-19,-17.9235,1.19262e-18
/home/users/dgal/Data/graphs/tamu/matrices/s3dkq4m2/s3dkq4m2.mtx,16,90449,90449,4820891,1.000029,25.964554,55.515759,0.000000,0.000000,MKL_IE,90449,90449,4820891,55.515759,1.000000,8.91648e-14,1.29335e-12,2.89519e-26,8.76733e-09,4.38366e-09,-3.44791e-12,-11.1002,7.93911e-12
/home/users/dgal/Data/graphs/tamu/matrices/apache2/apache2.mtx,16,715176,715176,4817870,1.000344,25.843800,57.864330,0.000000,0.000000,MKL_IE,715176,715176,4817870,57.864330,1.000000,8.82247e-15,4.26326e-14,3.25008e-28,0.104509,0.0524747,-0.000455792,-2.97925,0.00104895
/home/users/dgal/Data/graphs/tamu/matrices/Si34H36/Si34H36.mtx,16,97569,97569,5156379,1.000472,17.286338,59.382275,0.000000,0.000000,MKL_IE,97569,97569,5156379,59.382275,1.000000,1.48477e-15,2.44249e-14,5.6409e-30,2.82498e-12,1.41249e-12,1.00422e-14,-13.636,2.31231e-14
/home/users/dgal/Data/graphs/tamu/matrices/ecology2/ecology2.mtx,16,999999,999999,4995991,1.000013,19.594029,60.989277,0.000000,0.000000,MKL_IE,999999,999999,4995991,60.989277,1.000000,3.11729e-18,2.22045e-15,5.32092e-33,0.238213,0.231582,-0.00122563,-2.55004,0.00281813
/home/users/dgal/Data/graphs/tamu/matrices/LargeRegFile/LargeRegFile.mtx,16,2111154,801374,4944201,1.000897,7.943152,64.635307,0.000000,0.000000,MKL_IE,2111154,801374,4944201,64.635307,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/largebasis/largebasis.mtx,16,440020,440020,5560100,1.000380,13.739345,65.308842,0.000000,0.000000,MKL_IE,440020,440020,5560100,65.308842,1.000000,6.35637e-17,4.44089e-16,8.20365e-33,1.47795e-10,7.38977e-11,1.13984e-13,-12.5809,2.62459e-13
/home/users/dgal/Data/graphs/tamu/matrices/Goodwin_127/Goodwin_127.mtx,16,178437,178437,5778545,1.000418,15.272089,66.810886,0.000000,0.000000,MKL_IE,178437,178437,5778545,66.810886,1.000000,2.06405e-17,1.16928e-16,8.8434e-34,0.272577,0.221011,-7.73328e-05,-3.74946,0.000178049
/home/users/dgal/Data/graphs/tamu/matrices/Hamrle3/Hamrle3.mtx,16,1447360,1447360,5514242,1.000860,8.760113,68.626736,0.000000,0.000000,MKL_IE,1447360,1447360,5514242,68.626736,1.000000,3.5194e-17,8.88178e-16,1.94668e-32,4.64237,4.1324,-2.31759e-16,-15.2727,5.33644e-16
/home/users/dgal/Data/graphs/tamu/matrices/boneS01/boneS01.mtx,16,127224,127224,6715152,1.000025,14.598371,77.334141,0.000000,0.000000,MKL_IE,127224,127224,6715152,77.334141,1.000000,8.84108e-13,5.27933e-12,1.48658e-24,2.91308e-07,1.45654e-07,3.2027e-10,-9.13227,7.37448e-10
/home/users/dgal/Data/graphs/tamu/matrices/sls/sls.mtx,16,1748122,62729,6804304,1.000851,10.483316,84.537640,0.000000,0.000000,MKL_IE,1748122,62729,6804304,84.537640,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/cont1_l/cont1_l.mtx,16,1918399,1921596,7031999,1.000518,8.602712,87.792957,0.000000,0.000000,MKL_IE,1918399,1921596,7031999,87.792957,1.000000,1.78416e-17,5.42101e-17,4.78347e-34,1.42266e-12,7.11329e-13,-5.90023e-15,-13.8669,1.35858e-14
/home/users/dgal/Data/graphs/tamu/matrices/CO/CO.mtx,16,221119,221119,7666057,1.000838,12.822232,88.574566,0.000000,0.000000,MKL_IE,221119,221119,7666057,88.574566,1.000000,9.45152e-16,2.39808e-14,1.71191e-30,2.34732e-11,1.17366e-11,3.2853e-14,-13.1212,7.56468e-14
/home/users/dgal/Data/graphs/tamu/matrices/G3_circuit/G3_circuit.mtx,16,1585478,1585478,7660826,1.000987,8.816573,93.719318,0.000000,0.000000,MKL_IE,1585478,1585478,7660826,93.719318,1.000000,6.43807e-14,3.63798e-12,2.11474e-25,2.84557,1.57991,-0.00844117,-1.7156,0.0192488
/home/users/dgal/Data/graphs/tamu/matrices/degme/degme.mtx,16,185501,659415,8127528,1.000989,10.003219,93.719810,0.000000,0.000000,MKL_IE,185501,659415,8127528,93.719810,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/atmosmodl/atmosmodl.mtx,16,1489752,1489752,10319760,1.000127,13.867991,123.783237,0.000000,0.000000,MKL_IE,1489752,1489752,10319760,123.783237,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/SiO2/SiO2.mtx,16,155331,155331,11283503,1.000369,12.948685,129.721989,0.000000,0.000000,MKL_IE,155331,155331,11283503,129.721989,1.000000,1.64147e-14,3.38396e-13,3.80282e-28,3.64644e-11,1.82322e-11,8.84467e-14,-12.6911,2.03656e-13
/home/users/dgal/Data/graphs/tamu/matrices/tp-6/tp-6.mtx,16,142752,1014301,11537419,1.002030,9.832994,132.579842,0.000000,0.000000,MKL_IE,142752,1014301,11537419,132.579842,1.000000,0,0,0,0,0,0,-inf,0
/home/users/dgal/Data/graphs/tamu/matrices/af_shell3/af_shell3.mtx,16,504855,504855,17588875,1.002852,11.575641,203.214573,0.000000,0.000000,MKL_IE,504855,504855,17588875,203.214573,1.000000,4.98426e-11,3.27304e-10,3.54993e-21,6.85765e-10,3.42882e-10,3.10069e-13,-12.1463,7.1396e-13
/home/users/dgal/Data/graphs/tamu/matrices/circuit5M_dc/circuit5M_dc.mtx,16,3523317,3523317,19194193,1.000695,7.327086,233.100498,0.000000,0.000000,MKL_IE,3523317,3523317,19194193,233.100498,1.000000,3.28087e-17,1.44329e-14,5.17846e-33,1.92427,1.80819,6.51048e-05,-3.82414,0.000149921
/home/users/dgal/Data/graphs/tamu/matrices/rajat31/rajat31.mtx,16,4690002,4690002,20316253,1.001029,7.671653,250.392006,0.000000,0.000000,MKL_IE,4690002,4690002,20316253,250.392006,1.000000,3.20284e-16,1.5838e-15,2.92888e-31,6.32934e-12,3.16467e-12,-2.74793e-14,-13.1988,6.32734e-14
/home/users/dgal/Data/graphs/tamu/matrices/CurlCurl_4/CurlCurl_4.mtx,16,2380515,2380515,26515867,1.001123,8.687445,312.530964,0.000000,0.000000,MKL_IE,2380515,2380515,26515867,312.530964,1.000000,1.24387e-06,1.52588e-05,6.06655e-12,7.08165e+06,6.21707,-0.0554049,-0.921644,0.119772
/home/users/dgal/Data/graphs/tamu/matrices/cage14/cage14.mtx,16,1505785,1505785,27130349,1.001770,10.453814,316.226322,0.000000,0.000000,MKL_IE,1505785,1505785,27130349,316.226322,1.000000,2.15234e-16,1.33227e-15,7.39208e-32,2.15153e-14,1.07577e-14,-8.96005e-17,-15.6855,2.06324e-16
/home/users/dgal/Data/graphs/tamu/matrices/nlpkkt80/nlpkkt80.mtx,16,1062400,1062400,28704672,1.000775,15.431156,332.551640,0.000000,0.000000,MKL_IE,1062400,1062400,28704672,332.551640,1.000000,1.88417e-15,2.84217e-14,1.13993e-29,2.94775e-14,1.47387e-14,-3.42368e-18,-17.1046,7.86047e-18
/home/users/dgal/Data/graphs/tamu/matrices/ss/ss.mtx,16,1652680,1652680,34753577,1.005154,9.681104,404.027603,0.000000,0.000000,MKL_IE,1652680,1652680,34753577,404.027603,1.000000,5.83095e-17,5.55112e-16,6.93264e-33,5.52114,5.31125,0.000938732,-2.66477,0.00216385
/home/users/dgal/Data/graphs/tamu/matrices/boneS10/boneS10.mtx,16,914898,914898,55468422,1.262237,11.249801,638.275776,0.000000,0.000000,MKL_IE,914898,914898,55468422,638.275776,1.000000,1.03934e-12,5.27933e-12,1.77734e-24,2.75729e-07,1.37865e-07,3.74183e-10,-9.0647,8.61589e-10
