matrix_name,num_threads,csr_m,csr_n,csr_nnz,time,gflops,csr_mem_footprint,W_avg,J_estimated,format_name,m,n,nnz,mem_footprint,mem_ratio,CSRCV_NUM_PACKET_VALS,unbalance_time,unbalance_size,row_bits_avg,col_bits_avg,row_col_bytes_avg,compression_spmv_loops,tolerance,spmv_mae,spmv_max_ae,spmv_mse,spmv_mape,spmv_smape,spmv_lnQ_error,spmv_mlare,spmv_gmare,matrix_mae,matrix_max_ae,matrix_mse,matrix_mape,matrix_smape,matrix_lnQ_error,matrix_mlare,matrix_gmare
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.001011,74.255593,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,183.689706,0.347640,64,5.16,4.45,0.0222,15.7262,1.9686,86.5838,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000182,83.087491,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,159.953446,0.302718,128,3.64,4.36,0.0443,15.9949,2.0049,71.9224,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000381,85.840005,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,148.119046,0.280321,256,2.35,4.55,0.0918,16.2328,2.0406,68.3009,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000320,82.060634,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,143.185716,0.270984,512,2.42,4.71,0.1771,16.6192,2.0995,57.0685,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000251,70.896452,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,146.838367,0.277897,1024,2.04,9.34,0.3530,17.9195,2.2841,52.7257,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.001385,52.835478,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,164.617301,0.311544,2048,3.28,9.62,0.6960,21.3985,2.7618,40.9002,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000327,36.183990,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,168.623305,0.319126,4096,8.04,5.74,1.3261,21.9924,2.9148,28.6108,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000898,33.303477,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,168.240006,0.318400,8192,7.57,4.64,2.2396,21.4726,2.9640,28.0254,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000240,34.063907,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,167.200542,0.316433,16384,11.72,3.83,2.8876,21.0144,2.9877,29.9281,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
/users/panastas/Data/graphs/tamu/matrices/spal_004/spal_004.mtx,64,10203,321696,46168124,1.000176,33.973760,528.391174,0.000000,0.000000,CSR_CV_STREAM,10203,321696,46168124,165.372983,0.312975,32768,13.25,3.45,3.5162,20.3345,2.9813,32.8874,1e-07,9.59522e-09,1.57939e-08,1.02135e-16,1.24337e-06,6.21684e-07,5.3153e-09,-7.91226,1.22389e-08,2.68457e-12,7.27595e-12,8.44049e-24,1.67427e-06,8.37137e-07,4.71658e-09,-7.96416,1.08603e-08
